,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Delta 15 N (o/oo),Delta 13 C (o/oo),MALE,FEMALE,,Adelie Penguin (Pygoscelis adeliae),Chinstrap penguin (Pygoscelis antarctica),Gentoo penguin (Pygoscelis papua)
0,0.2545454545454545,0.6666666666666666,0.15254237288135594,0.2916666666666667,0.46012171657238626,0.41234975694302145,1,0,0,1,0,0
1,0.26909090909090905,0.5119047619047618,0.23728813559322035,0.3055555555555556,0.5504504353930237,0.7193108976839054,0,1,0,1,0,0
2,0.29818181818181805,0.5833333333333334,0.3898305084745763,0.1527777777777778,0.30753706272667997,0.5216922995973217,0,1,0,1,0,0
4,0.16727272727272732,0.7380952380952381,0.3559322033898305,0.20833333333333334,0.47396416573348277,0.5244036436006404,0,1,0,1,0,0
5,0.26181818181818167,0.892857142857143,0.3050847457627119,0.2638888888888889,0.4315321488860293,0.5325160096196999,1,0,0,1,0,0
6,0.24727272727272717,0.5595238095238096,0.15254237288135594,0.2569444444444444,0.6497384299109157,0.5572957129194303,0,1,0,1,0,0
7,0.25818181818181823,0.773809523809524,0.3898305084745763,0.5486111111111112,0.763985225050559,0.6558481152135491,1,0,0,1,0,0
8,0.07272727272727272,0.5952380952380955,0.3559322033898305,0.2152777777777778,0.46012171657238626,0.41234975694302145,0,0,0,1,0,0
9,0.35999999999999993,0.8452380952380951,0.3050847457627119,0.4305555555555556,0.6273587270812793,0.5957714176057844,0,0,0,1,0,0
10,0.2072727272727271,0.4761904761904764,0.23728813559322035,0.16666666666666666,0.41793969681268883,0.5587937614326794,0,0,0,1,0,0
11,0.2072727272727271,0.5000000000000001,0.13559322033898305,0.2777777777777778,0.46012171657238626,0.41234975694302145,0,0,0,1,0,0
12,0.32727272727272727,0.5357142857142859,0.1694915254237288,0.1388888888888889,0.46012171657238626,0.41234975694302145,0,1,0,1,0,0
13,0.23636363636363636,0.9642857142857142,0.3220338983050847,0.3055555555555556,0.46012171657238626,0.41234975694302145,1,0,0,1,0,0
14,0.09090909090909091,0.9523809523809526,0.4406779661016949,0.4722222222222222,0.38593287760525496,0.5548536462315103,1,0,0,1,0,0
15,0.16363636363636364,0.5595238095238096,0.22033898305084745,0.2777777777777778,0.46012171657238626,0.41234975694302145,0,1,0,1,0,0
16,0.24000000000000005,0.7023809523809524,0.3898305084745763,0.20833333333333334,0.648944527084622,0.6040571115519967,0,1,0,1,0,0
17,0.3781818181818181,0.9047619047619047,0.423728813559322,0.5,0.435886079122863,0.581456387907901,1,0,0,1,0,0
18,0.08363636363636354,0.6309523809523808,0.2033898305084746,0.1736111111111111,0.35352492854874573,0.5525910977538556,0,1,0,1,0,0
19,0.5054545454545454,1.0,0.3728813559322034,0.4166666666666667,0.6200631779512297,0.695252362366793,1,0,0,1,0,0
20,0.2072727272727271,0.6190476190476192,0.03389830508474576,0.19444444444444445,0.46189266433788495,0.5957249904824394,0,1,0,1,0,0
21,0.2036363636363637,0.6666666666666666,0.13559322033898305,0.25,0.43059200080225996,0.6049887491604427,1,0,0,1,0,0
22,0.13818181818181807,0.7261904761904762,0.288135593220339,0.3055555555555556,0.664647089301533,0.6140141819386111,0,1,0,1,0,0
23,0.22181818181818186,0.5952380952380955,0.22033898305084745,0.3472222222222222,0.3351230967224346,0.5546184154732318,1,0,0,1,0,0
24,0.24363636363636348,0.488095238095238,0.13559322033898305,0.3055555555555556,0.8387541575437484,0.5323581574003292,1,0,0,1,0,0
25,0.11636363636363621,0.6904761904761904,0.2542372881355932,0.3055555555555556,0.6604937239892366,0.8224533949060158,0,1,0,1,0,0
26,0.3090909090909091,0.654761904761905,0.1864406779661017,0.2361111111111111,0.5464433153382029,0.5124502069102129,1,0,0,1,0,0
27,0.3054545454545454,0.5714285714285713,0.2542372881355932,0.1388888888888889,0.18768698500777162,0.47171814402931744,0,1,0,1,0,0
28,0.2109090909090908,0.654761904761905,0.0,0.125,0.3141515268004883,0.563368380652889,0,1,0,1,0,0
29,0.3054545454545454,0.6904761904761904,0.13559322033898305,0.3472222222222222,0.529854924704585,0.588835205378118,1,0,0,1,0,0
30,0.26909090909090905,0.4285714285714285,0.1016949152542373,0.1527777777777778,0.8629974427972119,0.5900299300188493,0,1,0,1,0,0
31,0.1854545454545455,0.5952380952380955,0.1016949152542373,0.3333333333333333,0.8755661780682252,0.6216096593177685,1,0,0,1,0,0
32,0.26909090909090905,0.5595238095238096,0.2711864406779661,0.16666666666666666,0.8494885594424293,0.6061339515362739,0,1,0,1,0,0
33,0.3199999999999999,0.6904761904761904,0.2033898305084746,0.3333333333333333,0.4865579716200631,0.5796054932572339,1,0,0,1,0,0
34,0.15636363636363626,0.4642857142857143,0.3898305084745763,0.1736111111111111,0.646099012217747,0.5533896442753813,0,1,0,1,0,0
35,0.25818181818181823,0.9523809523809526,0.4067796610169492,0.4027777777777778,0.635489963396901,0.614029657646392,1,0,0,1,0,0
36,0.24363636363636348,0.8214285714285714,0.3050847457627119,0.3472222222222222,0.6508540723036553,0.5868357439327486,1,0,0,1,0,0
37,0.3672727272727273,0.6428571428571429,0.13559322033898305,0.2361111111111111,0.1736850462135012,0.47148600841259497,0,1,0,1,0,0
38,0.2,0.7380952380952381,0.15254237288135594,0.16666666666666666,0.7433897143621202,0.6118630585569833,0,1,0,1,0,0
39,0.27999999999999986,0.7142857142857144,0.2033898305084746,0.5416666666666666,0.46012171657238626,0.41234975694302145,1,0,0,1,0,0
40,0.15999999999999995,0.5833333333333334,0.1694915254237288,0.125,0.8595585900285806,0.8034182743347769,0,1,0,1,0,0
41,0.31636363636363624,0.6309523809523808,0.3898305084745763,0.3333333333333333,0.46012171657238626,0.41234975694302145,1,0,0,1,0,0
42,0.14181818181818176,0.6428571428571429,0.23728813559322035,0.1111111111111111,0.7836740151426522,0.6139584693905976,0,1,0,1,0,0
43,0.43636363636363634,0.7857142857142856,0.4067796610169492,0.4722222222222222,0.6706389664220888,0.7711730896012532,1,0,0,1,0,0
44,0.17818181818181814,0.4523809523809522,0.22033898305084745,0.08333333333333333,0.7235881064999751,0.6193656816894519,0,1,0,1,0,0
45,0.2727272727272727,0.6785714285714287,0.3050847457627119,0.5277777777777778,0.776712740886831,0.902540182675254,1,0,0,1,0,0
46,0.32727272727272727,0.7023809523809524,0.1694915254237288,0.2013888888888889,0.46012171657238626,0.41234975694302145,1,0,0,1,0,0
47,0.19636363636363632,0.6904761904761904,0.11864406779661017,0.0763888888888889,0.46012171657238626,0.41234975694302145,0,0,0,1,0,0
48,0.14181818181818176,0.5714285714285713,0.3050847457627119,0.20833333333333334,0.7879025923016496,0.6009867311281477,0,1,0,1,0,0
49,0.37090909090909074,0.9642857142857142,0.3220338983050847,0.4027777777777778,0.521335093847671,0.5673734938267401,1,0,0,1,0,0
50,0.2727272727272727,0.5476190476190476,0.23728813559322035,0.2222222222222222,0.34846484264010313,0.2750497544005179,0,1,0,1,0,0
51,0.2909090909090909,0.6904761904761904,0.2711864406779661,0.4444444444444444,0.36829569955374286,0.14315648726194521,1,0,0,1,0,0
52,0.1054545454545454,0.5714285714285713,0.3050847457627119,0.20833333333333334,0.23532533302134334,0.26197587646671067,0,1,0,1,0,0
53,0.35999999999999993,0.7619047619047619,0.4745762711864407,0.375,0.3546447493774131,0.21787939471411794,1,0,0,1,0,0
54,0.08727272727272722,0.5952380952380955,0.2542372881355932,0.05555555555555555,0.3284960973408432,0.14589259239771338,0,1,0,1,0,0
55,0.3381818181818181,0.654761904761905,0.3220338983050847,0.2777777777777778,0.301582791529475,0.2290435703076883,1,0,0,1,0,0
56,0.25090909090909086,0.5238095238095238,0.23728813559322035,0.2361111111111111,0.39268523006468203,0.2930046705686086,0,1,0,1,0,0
57,0.3090909090909091,0.6785714285714287,0.3559322033898305,0.3055555555555556,0.39049155120255363,0.31883362685592415,1,0,0,1,0,0
58,0.15999999999999995,0.41666666666666685,0.15254237288135594,0.041666666666666664,0.6044441844528757,0.35191140466809256,0,1,0,1,0,0
59,0.2,0.7142857142857144,0.3728813559322034,0.2916666666666667,0.616653574234093,0.3472036943609617,1,0,0,1,0,0
60,0.13090909090909095,0.4523809523809522,0.22033898305084745,0.125,0.5567849442596647,0.18852816733573327,0,1,0,1,0,0
61,0.33454545454545437,0.9523809523809526,0.3898305084745763,0.4722222222222222,0.46623823770286327,0.19822834097317463,1,0,0,1,0,0
62,0.2,0.4642857142857143,0.22033898305084745,0.25,0.396295398706356,0.2484934398474721,0,1,0,1,0,0
63,0.32727272727272727,0.6071428571428571,0.3389830508474576,0.375,0.41384900803931096,0.12947286644154712,1,0,0,1,0,0
64,0.15636363636363626,0.4761904761904764,0.2033898305084746,0.041666666666666664,0.4153490665374136,0.27919414894440264,0,1,0,1,0,0
65,0.34545454545454546,0.5833333333333334,0.3389830508474576,0.3472222222222222,0.5111982082866742,0.28648630245104323,1,0,0,1,0,0
66,0.12363636363636359,0.369047619047619,0.3898305084745763,0.18055555555555555,0.38847754508532395,0.3290537842748238,0,1,0,1,0,0
67,0.32727272727272727,0.7142857142857144,0.2711864406779661,0.3888888888888889,0.4506777423074994,0.37402309594629285,1,0,0,1,0,0
68,0.13818181818181807,0.41666666666666685,0.3050847457627119,0.09722222222222222,0.35333272049606385,0.2910454459634718,0,1,0,1,0,0
69,0.35272727272727256,0.7499999999999999,0.4406779661016949,0.4861111111111111,0.5165925690695459,0.29603481415222505,1,0,0,1,0,0
70,0.050909090909090855,0.7023809523809524,0.3050847457627119,0.25,0.10714763249820326,0.11999554299615967,0,1,0,1,0,0
71,0.2763636363636364,0.6309523809523808,0.3050847457627119,0.3333333333333333,0.6960772843509221,0.5521763487853119,1,0,0,1,0,0
72,0.2727272727272727,0.488095238095238,0.4067796610169492,0.2361111111111111,0.2937607594725145,0.14393336779257657,0,1,0,1,0,0
73,0.498181818181818,0.6904761904761904,0.423728813559322,0.4027777777777778,0.23164413096889544,0.17294412959976802,1,0,0,1,0,0
74,0.12363636363636359,0.5238095238095238,0.3050847457627119,0.2777777777777778,0.44885594424295083,0.2688161393061311,0,1,0,1,0,0
75,0.38909090909090893,0.6428571428571429,0.3898305084745763,0.4305555555555556,0.2787434607477731,0.19458535936141108,1,0,0,1,0,0
76,0.3199999999999999,0.4404761904761906,0.3220338983050847,0.2777777777777778,0.35114322006986315,0.309056074679576,0,1,0,1,0,0
77,0.1854545454545455,0.7499999999999999,0.2033898305084746,0.3333333333333333,0.3021844863030868,0.17663044319331922,1,0,0,1,0,0
78,0.14909090909090914,0.3571428571428573,0.2542372881355932,0.2361111111111111,0.08006301081379212,0.15621798462952766,0,1,0,1,0,0
79,0.36363636363636365,0.7142857142857144,0.3898305084745763,0.3611111111111111,0.5954939746953918,0.3724724300265874,1,0,0,1,0,0
80,0.09090909090909091,0.488095238095238,0.288135593220339,0.1388888888888889,0.027402182814928615,0.1485172724374557,0,1,0,1,0,0
81,0.39272727272727265,0.5357142857142859,0.4067796610169492,0.5555555555555556,0.4180065517875351,0.24398072345838737,1,0,0,1,0,0
82,0.16727272727272732,0.6785714285714287,0.2542372881355932,0.3055555555555556,0.10560578964082175,0.2383785172414859,0,1,0,1,0,0
83,0.10909090909090909,0.7499999999999999,0.3559322033898305,0.4166666666666667,0.5297504638063879,0.17208987053022884,1,0,0,1,0,0
84,0.18909090909090895,0.5595238095238096,0.3220338983050847,0.18055555555555555,0.2903929401146564,0.19641149287962767,0,1,0,1,0,0
85,0.33454545454545437,0.8571428571428572,0.3728813559322034,0.2361111111111111,0.6336305594090024,0.2854308591803445,1,0,0,1,0,0
86,0.15272727272727257,0.7619047619047619,0.3050847457627119,0.3055555555555556,0.39221724524076124,0.24645683670342633,1,0,0,1,0,0
87,0.17454545454545445,0.654761904761905,0.288135593220339,0.2222222222222222,0.40082482325215996,0.28998071726810454,0,1,0,1,0,0
88,0.2254545454545453,0.7261904761904762,0.288135593220339,0.3472222222222222,0.6042269057846269,0.27682017537072096,1,0,0,1,0,0
89,0.24727272727272717,0.6785714285714287,0.3050847457627119,0.25,0.3080175828583846,0.2805900577862935,0,1,0,1,0,0
90,0.13090909090909095,0.5833333333333334,0.5084745762711864,0.2361111111111111,0.3481096755862348,0.2978547573873293,0,1,0,1,0,0
91,0.32727272727272727,0.5952380952380955,0.559322033898305,0.4444444444444444,0.47549765171900854,0.3667804647045534,1,0,0,1,0,0
92,0.06909090909090904,0.4761904761904764,0.22033898305084745,0.19444444444444445,0.15988785077969578,0.10000711882557933,0,1,0,1,0,0
93,0.2727272727272727,0.5952380952380955,0.23728813559322035,0.4861111111111111,0.36224950276612466,0.18399997523886763,1,0,0,1,0,0
94,0.14909090909090914,0.5000000000000001,0.2542372881355932,0.16666666666666666,0.5327631161103777,0.22228378114873082,0,1,0,1,0,0
95,0.31636363636363624,0.6904761904761904,0.6101694915254238,0.4444444444444444,0.35510019889355,0.13591695116176195,1,0,0,1,0,0
96,0.21818181818181817,0.654761904761905,0.3050847457627119,0.2777777777777778,0.1966246594574717,0.16022928808649115,0,1,0,1,0,0
97,0.29818181818181805,0.6428571428571429,0.4067796610169492,0.4583333333333333,0.3185597767043844,0.3116869450024296,1,0,0,1,0,0
98,0.03636363636363636,0.3571428571428573,0.1016949152542373,0.05555555555555555,0.5891511089568954,0.2664266900246685,0,1,0,1,0,0
99,0.4036363636363637,0.6428571428571429,0.3389830508474576,0.3888888888888889,0.5590956193277733,0.3038655222896621,1,0,0,1,0,0
100,0.1054545454545454,0.5714285714285713,0.3389830508474576,0.2847222222222222,0.5065559659708178,0.22841835171331537,0,1,0,1,0,0
101,0.3236363636363636,0.8214285714285714,0.5254237288135594,0.5625,0.5760349985793318,0.19737408190363653,1,0,0,1,0,0
102,0.2036363636363637,0.3452380952380953,0.1864406779661017,0.10416666666666667,0.6614046230215105,0.24551900881186803,0,1,0,1,0,0
103,0.2072727272727271,0.8214285714285714,0.3050847457627119,0.4305555555555556,0.7885084655111899,0.41058600315085403,1,0,0,1,0,0
104,0.2109090909090908,0.654761904761905,0.3559322033898305,0.0625,0.5825658939345825,0.3570926716333368,0,1,0,1,0,0
105,0.2763636363636364,0.6904761904761904,0.2033898305084746,0.2361111111111111,0.5117706540087914,0.37651158975755766,1,0,0,1,0,0
106,0.23636363636363636,0.488095238095238,0.4576271186440678,0.2916666666666667,0.4767678962410792,0.16367418063865136,0,1,0,1,0,0
107,0.22181818181818186,0.8214285714285714,0.3050847457627119,0.3333333333333333,0.8190779027594389,0.40590614911773,1,0,0,1,0,0
108,0.21818181818181817,0.4642857142857143,0.15254237288135594,0.13194444444444445,0.9038458324280058,0.5400062521859439,0,1,0,1,0,0
109,0.4036363636363637,0.7023809523809524,0.423728813559322,0.5763888888888888,0.7041291303839146,0.48495606446560885,1,0,0,1,0,0
110,0.21818181818181817,0.40476190476190477,0.4406779661016949,0.3125,0.3373293108923469,0.1370869146700427,0,1,0,1,0,0
111,0.4909090909090909,0.8571428571428572,0.3220338983050847,0.5277777777777778,0.42722835988032953,0.21339453459903993,1,0,0,1,0,0
112,0.2763636363636364,0.5476190476190476,0.3559322033898305,0.1388888888888889,0.5826285704735003,0.29605338500156325,0,1,0,1,0,0
113,0.3672727272727273,0.7619047619047619,0.423728813559322,0.4375,0.4887349367384799,0.18767700340775137,1,0,0,1,0,0
114,0.2727272727272727,0.9047619047619047,0.3220338983050847,0.3333333333333333,0.4919982951981417,0.07086636107302383,0,1,0,1,0,0
115,0.3854545454545455,0.6190476190476192,0.4067796610169492,0.3819444444444444,0.5357339840550882,0.18520089016271238,1,0,0,1,0,0
116,0.23636363636363636,0.4642857142857143,0.2711864406779661,0.05555555555555555,0.6468260600691952,0.38562368649930245,0,1,0,1,0,0
117,0.18909090909090895,0.8809523809523809,0.4576271186440678,0.2986111111111111,0.7789649178519495,0.2017289460733494,1,0,0,1,0,0
118,0.13090909090909095,0.4642857142857143,0.288135593220339,0.18055555555555555,0.5566345205662614,0.964275876157196,0,1,0,1,0,0
119,0.32727272727272727,0.654761904761905,0.288135593220339,0.1736111111111111,0.7063938426568169,0.2843351790694154,1,0,0,1,0,0
120,0.14909090909090914,0.488095238095238,0.2542372881355932,0.125,0.589477026959269,0.25507061565460715,0,1,0,1,0,0
121,0.2036363636363637,0.7976190476190477,0.4406779661016949,0.2222222222222222,0.6177650381909041,0.18351403801452837,1,0,0,1,0,0
122,0.2945454545454546,0.4642857142857143,0.06779661016949153,0.20833333333333334,0.6998963747889887,0.435842358250255,0,1,0,1,0,0
123,0.3381818181818181,0.6428571428571429,0.5084745762711864,0.3263888888888889,0.8199846233557859,0.49284867543417066,1,0,0,1,0,0
124,0.11272727272727277,0.3333333333333334,0.23728813559322035,0.09722222222222222,0.49492737878357373,0.32949329437581815,0,1,0,1,0,0
125,0.3090909090909091,0.7023809523809524,0.4576271186440678,0.3611111111111111,0.6656958767194264,0.4365016234017459,1,0,0,1,0,0
126,0.24363636363636348,0.5357142857142859,0.3220338983050847,0.1597222222222222,0.5217947217997356,0.3470056053013584,0,1,0,1,0,0
127,0.34181818181818174,0.6190476190476192,0.3898305084745763,0.4444444444444444,0.3733265364108908,0.30766945126235373,1,0,0,1,0,0
128,0.25090909090909086,0.4761904761904764,0.3220338983050847,0.09722222222222222,0.6510462803563372,0.3965866778917133,0,1,0,1,0,0
129,0.43636363636363634,0.5833333333333334,0.6440677966101694,0.3611111111111111,0.6162440875131623,0.31103387013405104,1,0,0,1,0,0
130,0.23272727272727267,0.5714285714285713,0.3050847457627119,0.1736111111111111,0.5650916748842575,0.44538467966832446,0,1,0,1,0,0
131,0.4,0.7261904761904762,0.423728813559322,0.2222222222222222,0.5150966890073709,0.2720443719493509,1,0,0,1,0,0
132,0.17090909090909076,0.6428571428571429,0.3559322033898305,0.2222222222222222,0.566115391686584,0.44634107840922094,0,1,0,1,0,0
133,0.19636363636363632,0.6428571428571429,0.4576271186440678,0.4930555555555556,0.3906336180241015,0.16269921104841778,1,0,0,1,0,0
134,0.21818181818181817,0.5357142857142859,0.2542372881355932,0.2013888888888889,0.4532767294546308,0.3834973242501252,0,1,0,1,0,0
135,0.32727272727272727,0.5238095238095238,0.3050847457627119,0.3333333333333333,0.5479809797596563,0.2937629802499018,1,0,0,1,0,0
136,0.12727272727272726,0.5238095238095238,0.3220338983050847,0.13194444444444445,0.47117714896959795,0.322383754221,0,1,0,1,0,0
137,0.2945454545454546,0.8333333333333335,0.4745762711864407,0.3541666666666667,0.5548043656298575,0.21434783819838024,1,0,0,1,0,0
138,0.17818181818181814,0.40476190476190477,0.22033898305084745,0.19444444444444445,0.4112876268155304,0.2935215592085108,0,1,0,1,0,0
139,0.2763636363636364,0.5714285714285713,0.3559322033898305,0.4305555555555556,0.6792005816382813,0.349924323788949,1,0,0,1,0,0
140,0.2945454545454546,0.4761904761904764,0.3559322033898305,0.19444444444444445,0.6919072052949141,0.4546082015060962,0,1,0,1,0,0
141,0.3090909090909091,0.488095238095238,0.2542372881355932,0.2152777777777778,0.6693352944125958,0.3104581738045792,1,0,0,1,0,0
142,0.0,0.28571428571428575,0.2711864406779661,0.09722222222222222,0.48706774080326243,0.12621677752432062,0,1,0,1,0,0
143,0.3127272727272728,0.4642857142857143,0.3050847457627119,0.2847222222222222,0.5952349116678644,0.37861319087428436,1,0,0,1,0,0
144,0.18909090909090895,0.4404761904761906,0.3389830508474576,0.08333333333333333,0.6000610051645465,0.36105135768384405,0,1,0,1,0,0
145,0.25090909090909086,0.6666666666666666,0.22033898305084745,0.2638888888888889,0.6635899450117835,0.30459907083850474,1,0,0,1,0,0
146,0.25818181818181823,0.654761904761905,0.3050847457627119,0.4305555555555556,0.617514332035233,0.3785512880431585,1,0,0,1,0,0
147,0.16363636363636364,0.6309523809523808,0.2033898305084746,0.2152777777777778,0.44092527285186633,0.3676842460389926,0,1,0,1,0,0
148,0.14181818181818176,0.5595238095238096,0.3898305084745763,0.20833333333333334,0.5478430913740369,0.37966553900342687,0,1,0,1,0,0
149,0.2072727272727271,0.5952380952380955,0.3559322033898305,0.2916666666666667,0.5612182647791277,0.3044350283360216,1,0,0,1,0,0
150,0.14181818181818176,0.4761904761904764,0.2542372881355932,0.2777777777777778,0.5442203874245791,0.2933358507151322,0,1,0,1,0,0
151,0.34181818181818174,0.6428571428571429,0.4915254237288136,0.3611111111111111,0.5282378700005014,0.2936886968525512,1,0,0,1,0,0
152,0.5236363636363636,0.5714285714285713,0.3389830508474576,0.2222222222222222,0.5879686115893102,0.8407178252297368,0,1,0,0,1,0
153,0.6509090909090909,0.7619047619047619,0.4067796610169492,0.3333333333333333,0.538387290869282,0.8612602797388935,1,0,0,0,1,0
154,0.698181818181818,0.7261904761904762,0.3559322033898305,0.2638888888888889,0.6930270261235815,0.70038101192558,1,0,0,0,1,0
155,0.48363636363636353,0.6666666666666666,0.2711864406779661,0.22916666666666666,0.424031856395514,0.7401628663486924,0,1,0,0,1,0
156,0.7490909090909091,0.7976190476190477,0.423728813559322,0.2847222222222222,0.5742090220788556,0.7427937366715459,1,0,0,0,1,0
157,0.47636363636363643,0.5595238095238096,0.4406779661016949,0.3472222222222222,0.5253213217228525,0.7812787267825687,0,1,0,0,1,0
158,0.509090909090909,0.6071428571428571,0.1016949152542373,0.1527777777777778,0.5116244087513164,0.762054802576396,0,1,0,0,1,0
159,0.698181818181818,0.6071428571428571,0.423728813559322,0.2916666666666667,0.4198534204676506,0.6741063552541577,1,0,0,0,1,0
160,0.5054545454545454,0.6904761904761904,0.3898305084745763,0.4027777777777778,0.3507922314519233,0.8438129667860352,0,1,0,0,1,0
161,0.698181818181818,0.8095238095238093,0.4406779661016949,0.2777777777777778,0.48620698300212245,0.8225833908513798,1,0,0,0,1,0
162,0.5272727272727272,0.5595238095238096,0.3559322033898305,0.3055555555555556,0.5508975280373053,0.7488911655374553,0,1,0,0,1,0
163,0.7127272727272728,0.8571428571428572,0.3728813559322034,0.2986111111111111,0.44093780815964945,0.8143410288869563,1,0,0,0,1,0
164,0.5418181818181818,0.5000000000000001,0.22033898305084745,0.2777777777777778,0.4546848623623209,0.6850414903725619,0,1,0,0,1,0
165,0.7236363636363636,0.5952380952380955,0.4915254237288136,0.375,0.5812622219250894,0.8137777131237091,1,0,0,0,1,0
166,0.5018181818181817,0.4761904761904764,0.3050847457627119,0.24305555555555555,0.6228251240995468,0.6556438358708334,0,1,0,0,1,0
167,0.6690909090909091,0.773809523809524,0.4915254237288136,0.375,0.908266617639685,0.7085212342186473,1,0,0,0,1,0
168,0.6618181818181816,0.8214285714285714,0.423728813559322,0.16666666666666666,0.9978063211378716,0.764964235639317,1,0,0,0,1,0
169,0.9418181818181818,0.5595238095238096,0.15254237288135594,0.2777777777777778,0.6316207317276997,0.7547812199190926,0,1,0,0,1,0
170,0.5199999999999999,0.654761904761905,0.3050847457627119,0.20833333333333334,0.705675151677224,0.7356903867998402,0,1,0,0,1,0
